"salesorderkey","orderdate","customerkey","customerfirstname","customerlastname","customeraddress","customercity","cusotmerstate","customerzipcode","customercountry","socialmedia","totalsale","currencykey"
"1391990400000-181171261","2014-02-10T15:26:00Z","1158969600000-393","Joel","Morris","P.O. Box 972 6595 Id St.","Saint Louis","MO","15274","USA","tackhej","11150.96","1"
"1262649600000-253727954","2010-01-05T02:49:00Z","1169251200000-648","Hayley","Carr","Ap #839-224 Porttitor St.","Denver","CO","47250","USA","NicPettersson","6665.67","1"
"1416960000000-230564590","2014-11-26T13:12:00Z","1127174400000-499","Raphael","Boyer","P.O. Box 763 199 Sed Avenue","Newport News","VA","65518","USA","rpinheiro_gyn","6375.64","1"
"1329868800000-208562973","2012-02-22T17:22:00Z","1130025600000-655","Genevieve","Colon","Ap #268-3010 Enim Street","Portland","OR","43855","USA","JacobLee190","5711.07","1"
"1353974400000-106030685","2012-11-27T08:55:00Z","1230854400000-383","Kiara","Barnes","P.O. Box 305 8466 Cum Ave","Pike Creek","DE","70214","USA","sunandscales","7706.34","1"
"1390521600000-238694278","2014-01-24T04:41:00Z","1225843200000-603","Leandra","Dejesus","940 In Road","Madison","WI","37488","USA","BoredMeen","7296.83","1"
"1124409600000-173683280","2005-08-19T15:36:00Z","1278201600000-412","Orli","Campos","214-3933 Libero St.","Denver","CO","54524","USA","SxCiiSaMii3","7117.23","1"
"1219017600000-191000934","2008-08-18T17:56:00Z","1185235200000-546","Connor","Dillon","8979 Enim Ave","Milwaukee","WI","46887","USA","huiyellow","7688.26","1"
"1353974400000-301412821","2012-11-27T21:10:00Z","1226793600000-148","Shea","Gill","124 Crystal Autumn Rd","Albany","GA","31706","USA","Sheupe","4237.79","1"
"1317772800000-134511996","2011-10-05T23:37:00Z","1281830400000-255","Marvin","Gordon","4715 Cursus Rd.","Fort Smith","AR","71191","USA","chribos82","7898.7","1"
"1141430400000-33623565","2006-03-04T22:19:00Z","1167523200000-642","Amos","Cross","P.O. Box 661 4934 A Ave","Cincinnati","OH","47272","USA","stussov","10941.96","1"
"1406073600000-62697450","2014-07-23T08:13:00Z","1271808000000-383","Aubrey","Nash","3861 Mollis Avenue","Atlanta","GA","43979","USA","SeedyMbenga","6296.65","1"
"1391644800000-3106958","2014-02-06T06:23:00Z","1118966400000-106","Chiquita","Castaneda","986-3872 Nulla Street","Seattle","WA","45278","USA","thelarrycity","5053.19","1"
"1184889600000-90244683","2007-07-20T11:12:00Z","1139529600000-233","Vivien","Horne","5543 Porttitor Ave","Henderson","NV","49608","USA","fryadaw","8757.47","1"
"1268438400000-128471228","2010-03-13T07:55:00Z","1122940800000-31","Dara","Douglas","15 Blue Brook Arc","Albany","GA","31706","USA","mouse_mp","5067.68","1"
"1204329600000-202469134","2008-03-01T06:54:00Z","1236211200000-63","Griffin","Paul","Ap #393-2625 Integer St.","Flint","MI","39454","USA","juditbjornstad","6710.21","1"
"1300665600000-79896567","2011-03-21T18:29:00Z","1129852800000-330","Lavinia","Duran","Ap #141-5843 Adipiscing Avenue","Fayetteville","AR","72181","USA","RobWilliamsin","5502.78","1"
"1418342400000-79395328","2014-12-12T02:02:00Z","1204416000000-592","Gisela","Boyer","Ap #855-4978 Ante Rd.","Gulfport","MS","63752","USA","gastonblanda","5527.39","1"
"1336694400000-206835388","2012-05-11T05:26:00Z","1236038400000-244","Zia","James","667-2008 Inceptos Av.","Jacksonville","FL","58365","USA","calxtmain","8288.15","1"
"1416960000000-199231409","2014-11-26T11:18:00Z","1168214400000-594","Zia","Black","P.O. Box 532 8102 Sed St.","Gary","IN","42447","USA","SoCalBIGmike","8358.21","1"
"1232841600000-237226481","2009-01-25T13:52:00Z","1241654400000-554","Oren","Tillman","P.O. Box 152 8877 Mauris St.","Waterbury","CT","67638","USA","Hectorh366","6787.5","1"
"1364515200000-8166886","2013-03-29T10:38:00Z","1210550400000-454","Emma","Burt","Ap #154-7436 Arcu. St.","Chandler","AZ","85312","USA","IGVinStarWars","7299.36","1"
"1141430400000-188832534","2006-03-04T01:21:00Z","1110758400000-635","Jemima","Ramirez","953-2290 Aliquet Rd.","Saint Paul","MN","30365","USA","ErikssonKalle","7198.33","1"
"1189728000000-54113182","2007-09-14T07:58:00Z","1204329600000-66","Keely","Mccray","686-6719 Tincidunt Rd.","Baltimore","MD","91217","USA","AndroidonEbay","8698.6","1"
"1204329600000-233692065","2008-03-01T07:53:00Z","1118016000000-42","Abra","Garza","908-5577 Rutrum Avenue","Nampa","ID","12382","USA","FailOfcourse","5264.88","1"
"1226016000000-14162149","2008-11-07T18:11:00Z","1225324800000-198","Chantale","Jones","P.O. Box 884 646 Elementum St.","Nashville","TN","29451","USA","yalvacsalur","8335.97","1"
"1211760000000-29042073","2008-05-26T20:51:00Z","1309651200000-500","Rudyard","Mcfarland","927-1580 Integer Rd.","Cambridge","MA","32769","USA","DCBuffkin","7091.65","1"
"1186790400000-55192118","2007-08-11T19:28:00Z","1104796800000-404","Dorothy","Hale","27 Cinder Autumn Link","Kinston","NC","28501","USA","_loveASHLIN","2978.25","1"
"1337817600000-144872988","2012-05-24T04:15:00Z","1239321600000-435","Melissa","Blackburn","6194 Maecenas Street","Henderson","NV","26120","USA","Massive_Beautyy","8085.73","1"
"1366848000000-115525269","2013-04-25T03:19:00Z","1118880000000-95","MacKenzie","Glover","P.O. Box 801 7501 Erat Rd.","Lincoln","NE","62653","USA","mefisto_reyon","6248.09","1"
"1397865600000-144727661","2014-04-19T12:29:00Z","1206662400000-154","Rose","Montgomery","Ap #623-1453 Etiam Rd.","Milwaukee","WI","87033","USA","evreneagle","7230.77","1"
"1189728000000-169034907","2007-09-14T08:16:00Z","1220140800000-518","Kennan","Warner","P.O. Box 870 6865 Erat Ave","Boise","ID","72967","USA","kriwe","8512.96","1"
"1319241600000-128570778","2011-10-22T22:35:00Z","1120867200000-377","Deena","Miallier","135 Foggy Blossom St","Akron","OH","44309","USA","noahsdaddy730","4336.56","1"
"1135987200000-318734373","2005-12-31T18:03:00Z","1151193600000-387","Wallace","Frassy","90 Cozy Butterfly St","Orange","NJ","7051","USA","backstitch","7462.93","1"
"1234915200000-61505857","2009-02-18T07:46:00Z","1351123200000-265","Amy","Haynes","P.O. Box 381 4505 Nascetur Rd.","San Diego","CA","90153","USA","tedhendberg","8299.96","1"
"1168387200000-194697177","2007-01-10T12:12:00Z","1175385600000-510","Giacomo","Mcgowan","P.O. Box 261 260 Morbi Rd.","Dallas","TX","55390","USA","TomasAlsbro","5420.69","1"
"1317772800000-93761708","2011-10-05T09:26:00Z","1410220800000-99","Rigel","Johns","P.O. Box 261 260 Morbi Rd.","Dallas","TX","55390","USA","TomasAlsbro","5602.6","1"
"1348531200000-113806980","2012-09-25T18:26:00Z","1384473600000-127","Xandra","Randolph","Ap #750-2551 Non Av.","Rochester","MN","21232","USA","bitterjim2u","9573.75","1"
"1129680000000-231749480","2005-10-19T11:05:00Z","1123891200000-451","Imelda","Leon","P.O. Box 263 7714 Dui St.","Idaho Falls","ID","10050","USA","TheSuperJedi","3235.15","1"
"1107820800000-245943201","2005-02-08T04:49:00Z","1326153600000-64","Quemby","May","Ap #529-7759 Suspendisse Street","Austin","TX","57213","USA","huzyey","5971.3","1"
"1203033600000-100905943","2008-02-15T05:23:00Z","1264032000000-339","Tamekah","Haley","Ap #684-9199 Dolor. Rd.","San Jose","CA","92080","USA","albinkaarlsson","5315.73","1"
"1388793600000-131891145","2014-01-04T11:44:00Z","1220313600000-280","Katelyn","Howe","331-1832 Vestibulum Ave","Springfield","IL","59375","USA","elmagus81","6169.35","1"
"1264291200000-82878794","2010-01-24T02:51:00Z","1125014400000-416","Francesca","Hoffman","Ap #585-7716 Vulputate Rd.","Tulsa","OK","76798","USA","jahcquelhyn","4669.03","1"
"1211760000000-10608325","2008-05-26T22:35:00Z","1354233600000-146","Ulla","Wong","P.O. Box 740 6023 Pede Av.","Columbus","GA","49439","USA","asal_bahari","5380.36","1"
"1219017600000-186442895","2008-08-18T02:57:00Z","1401580800000-371","Lenore","Holden","149 Amber Butterfly Ave","Milwaukee","WI","53201","USA","dparish83","7139.83","1"
"1371600000000-224992232","2013-06-19T15:57:00Z","1338768000000-545","Xyla","Patrick","614-5297 In Avenue","Little Rock","AR","71512","USA","Magitroopa","6847.14","1"
"1203033600000-38633577","2008-02-15T10:51:00Z","1117584000000-154","Mona","Watkins","903-2717 At Av.","Olathe","KS","80908","USA","MehmetOgee","6552.16","1"
"1317772800000-35222973","2011-10-05T12:11:00Z","1239580800000-305","Constance","Kennedy","P.O. Box 184 1866 Eu St.","Owensboro","KY","85057","USA","p_o_b_","5305.15","1"
"1203033600000-188953920","2008-02-15T11:57:00Z","1110844800000-100","Jameson","Lindsey","671-6150 Quam Av.","Orlando","FL","40804","USA","Sep19th86","6851.36","1"
"1262390400000-134910710","2010-01-02T16:10:00Z","1184803200000-173","Rahim","Macdonald","149 Amber Butterfly Ave","Milwaukee","WI","53201","USA","dparish83","7802.85","1"
"1323043200000-14566242","2011-12-05T11:27:00Z","1106524800000-140","Cooper","Klein","Ap #478-5830 Ante St.","Bowling Green","KY","31671","USA","inkiiz","7776.57","1"
"1379635200000-193928560","2013-09-20T19:02:00Z","1316908800000-65","Miranda","Roberson","P.O. Box 441 813 Purus Street","Dover","DE","70873","USA","dougkalmanphdrd","5616.78","1"
"1157414400000-123566389","2006-09-05T07:13:00Z","1177545600000-732","William","Mcfarland","Ap #674-779 Nam Rd.","Fayetteville","AR","72107","USA","NamhlaM_","5639.46","1"
"1220227200000-119551986","2008-09-01T16:36:00Z","1118620800000-422","Madison","Evans","P.O. Box 482 9684 Duis Ave","Stamford","CT","76592","USA","FBorax1907","6175.23","1"
"1141430400000-107610036","2006-03-04T17:26:00Z","1119657600000-638","Whoopi","Alvarez","Ap #528-8084 Eu Rd.","South Burlington","VT","10083","USA","CSKAGBNG","3787.42","1"
"1157414400000-77486357","2006-09-05T19:54:00Z","1307577600000-508","Alexis","Mcneil","943-6523 Pellentesque Avenue","Hillsboro","OR","81695","USA","Killina__","8702.48","1"
"1346371200000-117437846","2012-08-31T20:10:00Z","1139097600000-595","Erasmus","Battle","503-8200 Mollis St.","Joliet","IL","32483","USA","SolBilgi","8280.56","1"
"1251331200000-32558423","2009-08-27T05:19:00Z","1222128000000-30","Hashim","Clay","P.O. Box 759 4715 A Road","Glendale","AZ","85363","USA","nznarslancan","6249.2","1"
"1190332800000-158154005","2007-09-21T13:37:00Z","1139011200000-584","Lana","Robles","Ap #252-847 Aliquam Ave","Seattle","WA","60910","USA","MrUluslu","8090.52","1"
"1300665600000-170161138","2011-03-21T14:21:00Z","1168387200000-352","Patience","Conley","P.O. Box 968 1809 Ut Av.","Saint Paul","MN","11787","USA","pekka_ranta","2576.04","1"
"1377129600000-43885049","2013-08-22T12:57:00Z","1146355200000-611","Dale","Vance","172-3813 Ultricies Av.","Norfolk","VA","56465","USA","beatricecaa","5250.23","1"
"1234915200000-6232007","2009-02-18T08:39:00Z","1125532800000-36","Arthur","Levine","306-585 Sociosqu Road","Lawton","OK","25197","USA","StellanKarlsson","9749.45","1"
"1194134400000-219692354","2007-11-04T23:17:00Z","1356825600000-548","Ulysses","Stout","465-3474 Magna. St.","Jacksonville","FL","10077","USA","breakingnews_90","6036.97","1"
"1147996800000-46608041","2006-05-19T16:41:00Z","1150934400000-376","Florida","Miech","44 Bright Barn Lane","Alton","IL","62002","USA","MMAFederation","3983.61","1"
"1115683200000-235709752","2005-05-10T05:02:00Z","1174521600000-394","Kirestin","Combs","489-627 Nec Ave","Tallahassee","FL","85219","USA","TwiHusband","5244.1","1"
"1366848000000-183894707","2013-04-25T18:42:00Z","1188691200000-414","Maile","Potts","132 Suspendisse Avenue","Fresno","CA","90247","USA","Beipwu__Yuicmu","6725.69","1"
"1271635200000-132603833","2010-04-19T12:36:00Z","1189296000000-689","August","Spears","413-8558 Risus. Street","Flint","MI","54512","USA","Fatmaabdyy","5212.13","1"
"1107820800000-26827035","2005-02-08T22:15:00Z","1152144000000-468","Akeem","Holmes","111 Burning Berry Pl","Minneapolis","MN","55401","USA","TLSladky","5178.97","1"
"1306972800000-47952366","2011-06-02T13:22:00Z","1136160000000-492","Fletcher","Campbell","132 Suspendisse Avenue","Fresno","CA","90247","USA","Beipwu__Yuicmu","10037.11","1"
"1276041600000-165249284","2010-06-09T02:19:00Z","1223078400000-329","Sydney","Mullen","P.O. Box 875 2225 Amet Av.","Kailua","HI","96243","USA","viljesvag","8613.08","1"
"1427155200000-889590","2015-03-24T04:35:00Z","1106611200000-308","Alfreda","Wood","Ap #826-8292 Ligula St.","Orlando","FL","58566","USA","UnicornAlva","5902.64","1"
"1219017600000-201445338","2008-08-18T10:30:00Z","1340236800000-300","Sylvia","Allison","P.O. Box 590 2316 Morbi Av.","Columbus","OH","77427","USA","psswstyles","4366.76","1"
"1107820800000-219197283","2005-02-08T16:42:00Z","1349654400000-428","Mary","Snider","P.O. Box 147 1992 Feugiat St.","Bowling Green","KY","58103","USA","MuratAydogn","7854.73","1"
"1353974400000-133559787","2012-11-27T18:21:00Z","1128556800000-428","Britanney","Singleton","P.O. Box 292 5522 Ac St.","Cambridge","MA","58737","USA","marcusmaunula","4280.36","1"
"1180224000000-62882167","2007-05-27T19:00:00Z","1116115200000-534","Quinn","Suarez","185-9673 Mauris. Rd.","Akron","OH","48306","USA","JenSpeaksBS","5424.65","1"
"1232064000000-80917560","2009-01-16T08:47:00Z","1360713600000-113","Lois","Gardner","P.O. Box 974 4875 Congue St.","Boston","MA","38711","USA","wiicksen","7249.65","1"
"1232064000000-198111468","2009-01-16T21:07:00Z","1292803200000-465","Karyn","Rush","375-7538 Ultricies Road","Davenport","IA","38072","USA","chkvi","2996.83","1"
"1371600000000-241865403","2013-06-19T18:27:00Z","1165363200000-364","Theodore","Douglas","9781 Vulputate Avenue","Las Vegas","NV","56348","USA","nonftg","7761.26","1"
"1320624000000-241453279","2011-11-07T13:24:00Z","1130976000000-211","Wanda","Howell","346 Etiam Street","Waterbury","CT","92318","USA","unsuurpassed","6859.71","1"
"1262390400000-216972256","2010-01-02T16:36:00Z","1118448000000-562","Illana","Mccoy","P.O. Box 633 6192 Erat. Rd.","Augusta","ME","88926","USA","NickLouison","6583.89","1"
"1270598400000-123495293","2010-04-07T18:18:00Z","1106179200000-234","Alana","Wilkerson","2971 Ipsum Avenue","Boston","MA","61119","USA","YoubidderJa","6445.78","1"
"1301443200000-75842921","2011-03-30T23:41:00Z","1208822400000-232","Calvin","Olson","279 Class Street","Cincinnati","OH","70732","USA","mihle_molose","6104.13","1"
"1180224000000-117344226","2007-05-27T13:13:00Z","1181779200000-470","Wyatt","Peck","952-4705 Amet Ave","Detroit","MI","25593","USA","SvilenkoTimmie","6980.47","1"
"1219017600000-86322030","2008-08-18T01:07:00Z","1150675200000-132","Eugenia","Reese","465-3474 Magna. St.","Jacksonville","FL","10077","USA","breakingnews_90","5620.34","1"
"1135987200000-282200093","2005-12-31T19:35:00Z","1209859200000-270","Meghan","Fuller","Ap #988-842 Semper Rd.","Joliet","IL","75583","USA","ChewsBabe","5057.35","1"
"1270598400000-138985105","2010-04-07T18:20:00Z","1301961600000-166","Medge","Delgado","786-4251 Ultrices. Street","Kapolei","HI","68724","USA","LotsOfGlory","5311.99","1"
"1365811200000-176651946","2013-04-13T10:05:00Z","1234656000000-585","Channing","Nieves","P.O. Box 127 2672 Ultricies Ave","Columbia","MD","78837","USA","siro_miro","2072.2","1"
"1300665600000-45502067","2011-03-21T15:54:00Z","1153008000000-4","Carli","Tuscher","7 Crystal Beacon Dr","Dallas","TX","75260","USA","RandallGolden","5112.67","1"
"1372032000000-88674953","2013-06-24T13:08:00Z","1186444800000-577","Shaine","Rosario","413-8558 Risus. Street","Flint","MI","54512","USA","Fatmaabdyy","7643.21","1"
"1376179200000-114395756","2013-08-11T07:51:00Z","1109980800000-543","Vladimir","Fields","31 Easy Bear Rdge","Phoenix","AZ","85026","USA","_Tech_Geek_","7361.46","1"
"1359331200000-207527249","2013-01-28T12:08:00Z","1198195200000-177","Lana","Nieves","P.O. Box 339 8179 Eget Rd.","Sacramento","CA","96182","USA","SusiNilsson","5462.39","1"
"1323993600000-90468687","2011-12-16T06:55:00Z","1136851200000-354","Vaughan","Doyle","Ap #345-5615 Natoque Rd.","Stamford","CT","27512","USA","ildefonsomateu","5629.62","1"
"1147996800000-144465659","2006-05-19T05:21:00Z","1136419200000-162","Sonja","Lebot","57 Easy Berry Dr","Addison","IL","60101","USA","openmicmedia","6416.83","1"
"1164844800000-349145072","2006-11-30T05:42:00Z","1111708800000-291","Steven","Flores","P.O. Box 916 1024 Euismod St.","Lakewood","CO","59897","USA","Jamesdotkelly","5719.28","1"
"1384128000000-249899916","2013-11-11T18:57:00Z","1104710400000-560","Dane","Lowe","Ap #225-5838 Euismod Av.","Columbia","MD","94128","USA","AdilTuglu","6089.94","1"
"1192924800000-9343171","2007-10-21T19:32:00Z","1240704000000-178","Cecilia","Anderson","Ap #222-9181 Ipsum. Road","Erie","PA","85655","USA","ellamenopiii","4716.46","1"
"1264896000000-2738373","2010-01-31T15:55:00Z","1183161600000-152","Adrienne","Crane","915 Penatibus Rd.","Chandler","AZ","85992","USA","fackmihard","3160.7","1"
"1210291200000-4340802","2008-05-09T11:48:00Z","1184457600000-457","Kirk","Espinoza","Ap #596-2137 Lorem Av.","Des Moines","IA","59866","USA","JewbieDoo","5343.63","1"
"1124409600000-38045147","2005-08-19T22:16:00Z","1216080000000-231","Uta","Howard","P.O. Box 718 2400 Est St.","Essex","VT","16148","USA","CHOCbelleza","5554.5","1"
"1129939200000-241163299","2005-10-22T22:59:00Z","1133568000000-5","Calvin","Nieves","Ap #525-2158 Sem Av.","Fort Worth","TX","57085","USA","gavriecordova","5834.41","1"
"1147996800000-201610929","2006-05-19T16:55:00Z","1366243200000-470","Tashya","Maxwell","856-1136 Sociosqu Av.","Springfield","IL","17684","USA","Marco_Cummings","7418.84","1"
"1129939200000-164819356","2005-10-22T09:24:00Z","1151625600000-282","Jacqueline","Burton","2264 Arcu. Road","Clarksville","TN","41472","USA","Jensvikstrom","10992.71","1"
"1328140800000-164494257","2012-02-02T10:24:00Z","1239667200000-101","William","Johns","566-5194 Vulputate St.","Aurora","IL","88413","USA","stamcarl","5503.17","1"
"1267401600000-203237387","2010-03-01T02:17:00Z","1315008000000-434","Mechelle","Haynes","Ap #596-2137 Lorem Av.","Des Moines","IA","59866","USA","JewbieDoo","5187.17","1"
"1427155200000-134399491","2015-03-24T21:00:00Z","1161993600000-353","Courtney","Herrera","Ap #383-6644 A Ave","Bellevue","WA","97933","USA","nip_les","5306.44","1"
"1147996800000-250349394","2006-05-19T05:18:00Z","1105574400000-69","Jade","Garrison","64 Crystal Blossom Mews","Knoxville","TN","37901","USA","kyle_monasmith","3534.87","1"
"1186790400000-186229621","2007-08-11T04:25:00Z","1158537600000-266","Giselle","Rosario","Ap #525-2158 Sem Av.","Fort Worth","TX","57085","USA","gavriecordova","6874.18","1"
"1409875200000-199492172","2014-09-05T04:15:00Z","1138665600000-190","Maggie","Gibson","P.O. Box 637 4205 Mus. Rd.","Frankfort","KY","29951","USA","2morrowSucksBot","8291.65","1"
"1232064000000-213999558","2009-01-16T19:25:00Z","1233187200000-632","Felicia","Maxwell","326-3393 Tincidunt Street","Paradise","NV","69791","USA","sheis_thewalrus","3944.59","1"
"1366848000000-81343691","2013-04-25T04:53:00Z","1133049600000-159","Kaitlin","Wallace","213-5364 Bibendum. Avenue","Auburn","ME","50458","USA","Celiaa_Ha","9095.55","1"
"1107388800000-154707209","2005-02-03T15:47:00Z","1245196800000-261","Reese","Terry","Ap #108-1490 Blandit Avenue","Montpelier","VT","37351","USA","karlankeborg","4323.32","1"
